"","stat_area","tow_id","survey","year","month","day","doy","tow_duration","lat","lon","catch_n","catch_n_f","catch_n_m","catch_n_a","catch_n_j","vessel","area_swept"
"1",513,"SP01.10","ME",2001,4,25,115,17,43.2783,-70.3802,26,10,16,23,3,"ME",10.54
"2",511,"SP01.100","ME",2001,5,23,143,20,44.4822,-67.3225,17,12,5,11,6,"ME",20.6
"3",511,"SP01.101","ME",2001,5,23,143,20,44.5894,-67.282,85,50,35,33,52,"ME",17.2
"4",511,"SP01.102","ME",2001,5,23,143,20,44.6051,-67.3563,38,18,20,31,7,"ME",16.2
"5",511,"SP01.103","ME",2001,5,23,143,18,44.5423,-67.5018,63,42,21,38,25,"ME",13.5
"6",511,"SP01.104","ME",2001,5,24,144,20,44.4251,-67.1332,2,1,1,2,0,"ME",15.4
"7",511,"SP01.106","ME",2001,5,24,144,11,44.6993,-67.0459,8,5,3,6,2,"ME",7.7
"8",511,"SP01.107","ME",2001,5,24,144,20,44.6618,-67.0857,27,12,15,21,6,"ME",19.2
"9",467,"SP01.108","ME",2001,5,25,145,20,44.7117,-66.9519,2,2,0,2,0,"ME",18.2
"10",513,"SP01.11","ME",2001,4,25,115,20,43.2494,-70.3459,40,16,24,38,2,"ME",13.4
"11",511,"SP01.110","ME",2001,5,25,145,20,44.7137,-67.0976,43,22,21,35,8,"ME",21.2
"12",511,"SP01.111","ME",2001,5,25,145,20,44.684,-67.1283,34,20,14,28,6,"ME",20.2
"13",513,"SP01.12","ME",2001,4,26,116,21,43.2607,-70.5398,15,9,6,9,6,"ME",18.27
"14",513,"SP01.13","ME",2001,4,26,116,20,43.2949,-70.4953,17,3,14,13,4,"ME",14.4
"15",513,"SP01.14","ME",2001,4,26,116,20,43.4343,-70.3116,3,1,2,3,0,"ME",14.4
"16",513,"SP01.15","ME",2001,4,26,116,17,43.456,-70.257,17,17,0,13,4,"ME",11.73
"17",513,"SP01.16","ME",2001,4,27,117,20,43.3997,-70.1286,6,2,4,6,0,"ME",14.4
"18",513,"SP01.17","ME",2001,4,27,117,20,43.3874,-70.2391,38,23,15,33,5,"ME",13.2
"19",513,"SP01.18","ME",2001,4,27,117,20,43.4224,-70.2908,74,39,35,51,23,"ME",15.6
"20",513,"SP01.19","ME",2001,4,27,117,20,43.4634,-70.2536,78,42,36,44,34,"ME",14.6
"21",513,"SP01.2","ME",2001,4,23,113,20,42.8902,-70.6854,20,12,8,16,4,"ME",14.8
"22",513,"SP01.20","ME",2001,4,27,117,20,43.5317,-70.2783,1,1,0,0,1,"ME",15
"23",513,"SP01.21","ME",2001,4,27,117,20,43.5033,-70.2047,123,53,70,77,46,"ME",15.2
"24",513,"SP01.22","ME",2001,4,30,120,20,43.5279,-70.0179,11,3,8,11,0,"ME",15.4
"25",513,"SP01.23","ME",2001,4,30,120,20,43.6585,-70.0847,42,25,17,19,23,"ME",16.8
"26",513,"SP01.24","ME",2001,4,30,120,20,43.7266,-70.1596,6,2,4,4,2,"ME",18.8
"27",513,"SP01.25","ME",2001,5,1,121,20,43.6669,-69.9737,326,169,157,148,178,"ME",15.6
"28",513,"SP01.26","ME",2001,5,1,121,17,43.6901,-69.8886,13,5,8,12,1,"ME",11.9
"29",513,"SP01.27","ME",2001,5,1,121,20,43.6668,-69.9112,208,118,90,106,102,"ME",18.2
"30",513,"SP01.28","ME",2001,5,1,121,20,43.6025,-69.8713,20,7,13,12,8,"ME",15.2
"31",513,"SP01.29","ME",2001,5,1,121,20,43.5808,-69.8088,1,1,0,1,0,"ME",15.8
"32",513,"SP01.3","ME",2001,4,23,113,20,42.932,-70.7506,1,0,1,1,0,"ME",15.6
"33",513,"SP01.30","ME",2001,5,1,121,20,43.6351,-69.7553,4,3,1,4,0,"ME",19.2
"34",513,"SP01.31","ME",2001,5,2,122,20,43.6992,-69.7452,49,22,27,43,6,"ME",19
"35",513,"SP01.32","ME",2001,5,2,122,20,43.6495,-69.8041,11,5,6,11,0,"ME",17.6
"36",513,"SP01.34","ME",2001,5,2,122,20,43.7545,-69.6477,64,30,34,35,29,"ME",16.8
"37",513,"SP01.35","ME",2001,5,2,122,21,43.8061,-69.6433,2,2,0,0,2,"ME",17.64
"38",513,"SP01.36","ME",2001,5,3,123,20,43.9143,-69.447,65,37,28,26,39,"ME",18.2
"39",513,"SP01.37","ME",2001,5,3,123,20,43.8217,-69.488,41,20,21,20,21,"ME",16.4
"40",513,"SP01.38","ME",2001,5,3,123,18,43.8176,-69.451,32,17,15,26,6,"ME",13.5
"41",513,"SP01.39","ME",2001,5,3,123,21,43.7488,-69.4735,3,3,0,1,2,"ME",18.27
"42",513,"SP01.4","ME",2001,4,23,113,20,42.9899,-70.6442,2,1,1,1,1,"ME",16
"43",513,"SP01.40","ME",2001,5,3,123,20,43.8579,-69.5279,28,13,15,18,10,"ME",17.2
"44",513,"SP01.41","ME",2001,5,4,124,20,43.9053,-69.3391,36,23,13,23,13,"ME",16
"45",513,"SP01.42","ME",2001,5,4,124,20,43.7644,-69.3909,12,6,6,9,3,"ME",17.4
"46",513,"SP01.43","ME",2001,5,4,124,17,43.6774,-69.3777,1,1,0,1,0,"ME",11.05
"47",513,"SP01.44","ME",2001,5,4,124,20,43.8005,-69.5445,98,52,46,34,64,"ME",16
"48",512,"SP01.45","ME",2001,5,7,127,15,43.8856,-69.183,37,19,18,32,5,"ME",9.75
"49",512,"SP01.46","ME",2001,5,7,127,20,43.9214,-69.1311,373,167,206,288,85,"ME",15.6
"50",512,"SP01.47","ME",2001,5,7,127,14,43.8619,-69.0843,84,52,32,67,17,"ME",7.28
"51",512,"SP01.48","ME",2001,5,7,127,14,43.8619,-69.0339,120,56,64,76,44,"ME",7.42
"52",512,"SP01.49","ME",2001,5,8,128,20,44.1309,-68.967,12,7,5,10,2,"ME",16.4
"53",513,"SP01.5","ME",2001,4,24,114,20,42.9601,-70.4636,3,2,1,3,0,"ME",15.6
"54",512,"SP01.51","ME",2001,5,8,128,21,44.2895,-68.8848,1,1,0,1,0,"ME",18.69
"55",512,"SP01.53","ME",2001,5,8,128,19,44.2329,-68.9854,3,0,3,3,0,"ME",15.77
"56",512,"SP01.54","ME",2001,5,8,128,20,44.1854,-68.991,2,1,1,2,0,"ME",17.2
"57",513,"SP01.55","ME",2001,5,9,129,16,43.5817,-69.0914,1,0,1,1,0,"ME",10.4
"58",512,"SP01.56","ME",2001,5,9,129,20,43.6156,-68.937,1,1,0,1,0,"ME",17.4
"59",512,"SP01.57","ME",2001,5,10,130,19,43.9325,-68.865,14,6,8,13,1,"ME",15.77
"60",512,"SP01.58","ME",2001,5,10,130,16,43.9789,-68.71,12,6,6,12,0,"ME",10.4
"61",512,"SP01.59","ME",2001,5,10,130,20,44.1116,-68.7837,85,45,40,70,15,"ME",15.6
"62",513,"SP01.6","ME",2001,4,24,114,21,42.9595,-70.5217,20,6,14,18,2,"ME",15.96
"63",512,"SP01.60","ME",2001,5,10,130,20,44.2554,-68.7942,1,0,1,1,0,"ME",15.4
"64",512,"SP01.61","ME",2001,5,10,130,20,44.13,-68.7464,297,150,147,236,61,"ME",17.4
"65",512,"SP01.62","ME",2001,5,11,131,20,43.7727,-68.7237,5,4,1,5,0,"ME",17.8
"66",512,"SP01.63","ME",2001,5,11,131,20,43.8965,-68.6694,3,2,1,3,0,"ME",16.4
"67",512,"SP01.64","ME",2001,5,14,134,21,43.9133,-68.7531,13,9,4,11,2,"ME",18.48
"68",512,"SP01.65","ME",2001,5,14,134,17,43.9104,-68.6221,4,1,3,4,0,"ME",14.11
"69",512,"SP01.66","ME",2001,5,14,134,16,43.9186,-68.6456,6,5,1,6,0,"ME",13.6
"70",512,"SP01.67","ME",2001,5,14,134,20,44.001,-68.4697,5,3,2,5,0,"ME",15.8
"71",512,"SP01.68","ME",2001,5,14,134,16,44.1307,-68.4829,151,63,88,127,24,"ME",9.6
"72",512,"SP01.69","ME",2001,5,15,135,16,44.1675,-68.5296,198,78,120,159,39,"ME",9.76
"73",513,"SP01.7","ME",2001,4,25,115,19,43.1839,-70.4241,22,10,12,17,5,"ME",11.97
"74",512,"SP01.70","ME",2001,5,15,135,20,44.0224,-68.394,4,1,3,4,0,"ME",16
"75",512,"SP01.71","ME",2001,5,15,135,20,43.9917,-68.4197,1,1,0,1,0,"ME",16.6
"76",512,"SP01.72","ME",2001,5,15,135,20,44.0078,-68.5558,12,4,8,10,2,"ME",15
"77",512,"SP01.73","ME",2001,5,15,135,16,43.9549,-68.4123,5,2,3,5,0,"ME",9.6
"78",512,"SP01.74","ME",2001,5,16,136,20,44.2136,-68.4234,92,39,53,76,16,"ME",15.8
"79",512,"SP01.75","ME",2001,5,16,136,20,44.143,-68.2632,61,30,31,45,16,"ME",15
"80",512,"SP01.76","ME",2001,5,16,136,20,44.0419,-68.2636,3,0,3,2,1,"ME",15.2
"81",512,"SP01.77","ME",2001,5,16,136,20,43.9838,-68.3137,3,2,1,3,0,"ME",15.6
"82",512,"SP01.78","ME",2001,5,17,137,20,44.4465,-68.305,1,1,0,1,0,"ME",14.8
"83",512,"SP01.79","ME",2001,5,17,137,20,44.4389,-68.2379,6,4,2,6,0,"ME",15.2
"84",513,"SP01.8","ME",2001,4,25,115,23,43.1454,-70.3905,34,17,16,31,3,"ME",19.55
"85",512,"SP01.80","ME",2001,5,17,137,20,44.4078,-68.2302,6,2,4,5,1,"ME",15.8
"86",512,"SP01.81","ME",2001,5,17,137,19,44.3938,-68.1133,165,85,80,113,52,"ME",15.2
"87",512,"SP01.82","ME",2001,5,17,137,20,44.2884,-68.1328,29,11,18,25,4,"ME",16.2
"88",512,"SP01.83","ME",2001,5,17,137,19,44.2133,-68.0673,6,2,4,3,3,"ME",14.25
"89",512,"SP01.84","ME",2001,5,17,137,21,44.2328,-68.1314,56,25,31,44,12,"ME",18.27
"90",512,"SP01.86","ME",2001,5,18,138,20,44.1598,-67.9554,4,2,2,3,1,"ME",16.6
"91",512,"SP01.87","ME",2001,5,18,138,20,44.2477,-67.9992,9,5,4,7,2,"ME",16
"92",512,"SP01.88","ME",2001,5,18,138,20,44.291,-68.0019,61,26,35,51,10,"ME",15.8
"93",511,"SP01.89","ME",2001,5,21,141,20,44.3185,-67.8508,74,47,27,63,11,"ME",15.6
"94",513,"SP01.9","ME",2001,4,25,115,18,43.1896,-70.384,16,7,9,15,1,"ME",11.88
"95",511,"SP01.90","ME",2001,5,21,141,20,44.3085,-67.872,83,31,52,66,17,"ME",16.8
"96",511,"SP01.91","ME",2001,5,21,141,20,44.3832,-67.9156,289,148,141,247,42,"ME",16.8
"97",511,"SP01.92","ME",2001,5,21,141,17,44.4583,-67.7886,146,63,83,112,34,"ME",15.47
"98",511,"SP01.93","ME",2001,5,22,142,20,44.4517,-67.7265,208,107,101,159,49,"ME",20.2
"99",511,"SP01.95","ME",2001,5,22,142,20,44.3015,-67.6631,1,1,0,1,0,"ME",16.8
"100",511,"SP01.98","ME",2001,5,23,143,20,44.4141,-67.5695,60,32,28,45,15,"ME",16.8
"101",511,"SP01.99","ME",2001,5,23,143,20,44.4259,-67.4499,3,2,1,3,0,"ME",17.4
"102",513,"SP02.1","ME",2002,5,6,126,20,42.865,-70.7443,14,5,9,13,1,"ME",15.4
"103",513,"SP02.10","ME",2002,5,8,128,20,43.1678,-70.3204,5,2,3,5,0,"ME",15
"104",513,"SP02.11","ME",2002,5,8,128,20,43.2943,-70.4965,44,26,18,34,10,"ME",13.8
"105",513,"SP02.12","ME",2002,5,8,128,20,43.2111,-70.554,3,3,0,2,1,"ME",12.8
"106",513,"SP02.13","ME",2002,5,9,129,20,43.3955,-70.1981,4,2,2,4,0,"ME",16.6
"107",513,"SP02.14","ME",2002,5,9,129,20,43.4015,-70.1348,8,6,2,8,0,"ME",15.4
"108",513,"SP02.15","ME",2002,5,9,129,20,43.4227,-70.2907,207,91,116,127,80,"ME",16.4
"109",513,"SP02.16","ME",2002,5,9,129,19,43.4998,-70.3337,23,6,17,18,5,"ME",11.78
"110",513,"SP02.17","ME",2002,5,10,130,20,43.5035,-70.2073,177,86,91,99,78,"ME",15.4
"111",513,"SP02.18","ME",2002,5,10,130,20,43.4841,-70.2079,68,39,29,35,33,"ME",11.6
"112",513,"SP02.19","ME",2002,5,10,130,20,43.4723,-70.3229,81,33,48,59,22,"ME",13.2
"113",513,"SP02.2","ME",2002,5,6,126,23,42.8828,-70.6586,2,0,2,2,0,"ME",19.78
"114",513,"SP02.20","ME",2002,5,13,133,20,43.5218,-70.0253,1,1,0,0,1,"ME",14.2
"115",513,"SP02.21","ME",2002,5,13,133,13,43.655,-70.0561,337,156,181,188,149,"ME",6.5
"116",513,"SP02.22","ME",2002,5,13,133,20,43.6514,-70.0929,61,32,29,28,33,"ME",12.6
"117",513,"SP02.23","ME",2002,5,15,135,21,43.775,-70.0681,158,70,88,86,72,"ME",15.54
"118",513,"SP02.24","ME",2002,5,15,135,20,43.6582,-69.9749,254,129,125,61,193,"ME",15
"119",513,"SP02.25","ME",2002,5,15,135,20,43.5806,-69.9552,13,4,9,9,4,"ME",14.6
"120",513,"SP02.26","ME",2002,5,15,135,20,43.6029,-69.8716,19,9,10,9,10,"ME",15
"121",513,"SP02.27","ME",2002,5,15,135,20,43.6592,-69.7917,41,21,20,38,3,"ME",14.4
"122",513,"SP02.28","ME",2002,5,15,135,20,43.7084,-69.7422,252,117,133,226,26,"ME",14.4
"123",513,"SP02.29","ME",2002,5,16,136,20,43.6274,-69.757,14,7,7,5,9,"ME",13.8
"124",513,"SP02.3","ME",2002,5,6,126,20,42.9117,-70.6452,9,2,7,9,0,"ME",16.2
"125",513,"SP02.30","ME",2002,5,16,136,20,43.6885,-69.6821,82,40,42,61,21,"ME",13.6
"126",513,"SP02.31","ME",2002,5,16,136,16,43.7061,-69.9497,430,195,235,186,244,"ME",8.16
"127",513,"SP02.32","ME",2002,5,16,136,20,43.7214,-69.9113,490,266,224,381,109,"ME",15.4
"128",513,"SP02.33","ME",2002,5,16,136,20,43.8002,-69.6948,462,215,247,142,320,"ME",14
"129",513,"SP02.34","ME",2002,5,17,137,20,43.7548,-69.6494,289,137,152,147,142,"ME",15.6
"130",513,"SP02.35","ME",2002,5,17,137,20,43.7499,-69.7386,11,4,7,9,2,"ME",14.4
"131",513,"SP02.36","ME",2002,5,17,137,20,43.7358,-69.3396,25,10,15,17,8,"ME",15
"132",513,"SP02.37","ME",2002,5,17,137,20,43.845,-69.4056,186,113,73,130,56,"ME",14.4
"133",513,"SP02.38","ME",2002,5,17,137,20,43.8368,-69.4845,166,92,74,55,111,"ME",14.8
"134",512,"SP02.39","ME",2002,5,21,141,20,43.8605,-69.2717,859,400,459,342,517,"ME",14.6
"135",513,"SP02.4","ME",2002,5,6,126,21,42.9292,-70.7543,22,10,12,22,0,"ME",17.01
"136",512,"SP02.40","ME",2002,5,21,141,16,43.77133,-69.1104,7,2,5,6,1,"ME",9.28
"137",512,"SP02.41","ME",2002,5,21,141,18,43.9231,-69.12547,501,226,275,306,195,"ME",10.62
"138",512,"SP02.42","ME",2002,5,21,141,15,43.9346,-69.12515,393,162,231,211,182,"ME",6.6
"139",512,"SP02.43","ME",2002,5,22,142,20,44.14593,-69.0327,19,6,13,16,3,"ME",14.8
"140",512,"SP02.45","ME",2002,5,22,142,20,44.28902,-68.88475,2,1,1,2,0,"ME",15.4
"141",512,"SP02.47","ME",2002,5,22,142,20,44.33012,-68.83423,2,0,2,2,0,"ME",15.8
"142",512,"SP02.48","ME",2002,5,22,142,16,44.22883,-68.9862,2,1,1,2,0,"ME",10.56
"143",512,"SP02.49","ME",2002,5,23,143,20,43.86437,-69.0833,125,69,56,91,34,"ME",15
"144",513,"SP02.5","ME",2002,5,7,127,20,42.9909,-70.6433,39,20,19,34,5,"ME",15.2
"145",512,"SP02.50","ME",2002,5,23,143,20,43.8363,-69.11195,196,99,97,91,105,"ME",9.4
"146",512,"SP02.51","ME",2002,5,23,143,20,43.8887,-68.7906,63,28,35,54,9,"ME",14.6
"147",512,"SP02.52","ME",2002,5,24,144,18,43.90803,-68.62493,10,7,3,10,0,"ME",9.36
"148",512,"SP02.53","ME",2002,5,25,145,20,43.90277,-68.75245,14,9,5,13,1,"ME",16.4
"149",512,"SP02.54","ME",2002,5,25,145,19,43.91812,-68.77043,7,2,5,7,0,"ME",14.25
"150",512,"SP02.55","ME",2002,5,25,145,15,43.9794,-68.71423,10,4,6,10,0,"ME",6.75
"151",512,"SP02.56","ME",2002,5,25,145,20,44.1436,-68.75593,11,5,6,7,4,"ME",14.8
"152",512,"SP02.57","ME",2002,5,25,145,18,44.18628,-68.73725,26,7,19,24,2,"ME",10.08
"153",512,"SP02.58","ME",2002,5,27,147,20,44.01553,-68.54345,34,18,16,26,8,"ME",15
"154",512,"SP02.59","ME",2002,5,27,147,14,44.12443,-68.4795,143,64,79,134,9,"ME",7
"155",513,"SP02.6","ME",2002,5,7,127,20,42.9724,-70.5153,4,3,1,4,0,"ME",14.6
"156",512,"SP02.60","ME",2002,5,27,147,15,44.15798,-68.5409,96,34,62,67,29,"ME",8.7
"157",512,"SP02.61","ME",2002,5,28,148,20,43.92093,-68.58272,6,4,2,6,0,"ME",15.6
"158",512,"SP02.62","ME",2002,5,28,148,20,43.96745,-68.3725,3,2,1,3,0,"ME",17.8
"159",512,"SP02.63","ME",2002,5,28,148,20,44.00093,-68.46567,10,8,2,10,0,"ME",18
"160",512,"SP02.64","ME",2002,5,28,148,20,44.04493,-68.30957,11,7,4,10,1,"ME",17
"161",512,"SP02.66","ME",2002,5,29,149,20,44.3434,-68.47925,1,0,1,1,0,"ME",17.8
"162",512,"SP02.67","ME",2002,5,29,149,20,44.20723,-68.43603,87,41,46,66,21,"ME",13.4
"163",512,"SP02.68","ME",2002,5,29,149,16,44.13687,-68.25547,54,38,16,43,11,"ME",8
"164",512,"SP02.69","ME",2002,5,30,150,20,44.00628,-68.09,6,5,1,5,1,"ME",12.2
"165",513,"SP02.7","ME",2002,5,7,127,21,43.0012,-70.4813,1,0,1,1,0,"ME",18.06
"166",512,"SP02.70","ME",2002,5,30,150,20,44.09012,-68.10523,10,3,7,10,0,"ME",15.2
"167",512,"SP02.71","ME",2002,5,30,150,20,44.18278,-68.04438,9,3,6,6,3,"ME",16.2
"168",512,"SP02.72","ME",2002,5,31,151,20,44.21277,-68.08103,18,7,11,8,10,"ME",17.4
"169",512,"SP02.73","ME",2002,5,31,151,21,44.28535,-68.13123,51,16,35,33,18,"ME",19.74
"170",512,"SP02.74","ME",2002,5,31,151,19,44.38457,-68.11767,244,113,131,140,104,"ME",13.87
"171",512,"SP02.75","ME",2002,5,31,151,20,44.43242,-68.195,11,5,6,11,0,"ME",15
"172",511,"SP02.76","ME",2002,6,3,154,10,44.39412,-67.92497,347,163,184,241,106,"ME",3
"173",511,"SP02.77","ME",2002,6,3,154,20,44.32223,-67.85705,69,33,36,52,17,"ME",10.8
"174",511,"SP02.78","ME",2002,6,3,154,20,44.23587,-67.79763,5,3,2,5,0,"ME",16.4
"175",511,"SP02.79","ME",2002,6,3,154,20,44.30163,-67.66167,12,9,3,12,0,"ME",7.6
"176",513,"SP02.8","ME",2002,5,7,127,20,43.0351,-70.4575,2,2,0,2,0,"ME",17.6
"177",511,"SP02.80","ME",2002,6,4,155,20,44.46157,-67.72425,213,103,110,133,80,"ME",15
"178",511,"SP02.81","ME",2002,6,4,155,15,44.45833,-67.65018,112,59,53,90,22,"ME",10.35
"179",511,"SP02.82","ME",2002,6,4,155,20,44.40232,-67.7299,114,62,52,83,31,"ME",16.4
"180",511,"SP02.83","ME",2002,6,4,155,20,44.37078,-67.67887,106,56,50,98,8,"ME",15.6
"181",511,"SP02.84","ME",2002,6,4,155,20,44.435,-67.53027,41,21,20,32,9,"ME",16
"182",511,"SP02.85","ME",2002,6,5,156,20,44.58763,-67.28667,88,55,33,43,45,"ME",15.8
"183",511,"SP02.86","ME",2002,6,5,156,18,44.54577,-67.33492,47,28,19,37,10,"ME",13.68
"184",511,"SP02.87","ME",2002,6,6,157,20,44.69982,-67.04305,27,11,16,19,8,"ME",15.2
"185",467,"SP02.88","ME",2002,6,6,157,20,44.75112,-66.93453,1,0,1,1,0,"ME",23.8
"186",467,"SP02.89","ME",2002,6,6,157,20,44.70815,-66.95508,3,1,2,3,0,"ME",22
"187",513,"SP02.9","ME",2002,5,8,128,20,43.1471,-70.3882,22,8,14,20,2,"ME",15.2
"188",467,"SP02.90","ME",2002,6,6,157,18,44.71083,-66.9841,8,2,6,6,2,"ME",13.68
"189",511,"SP02.91","ME",2002,6,6,157,16,44.62145,-67.09818,36,15,21,36,0,"ME",12.64
"190",511,"SP02.92","ME",2002,6,7,158,20,44.5014,-67.3961,117,68,49,87,30,"ME",16.4
"191",511,"SP02.93","ME",2002,6,7,158,20,44.42513,-67.13368,2,2,0,2,0,"ME",15
"192",513,"SP03.1","ME",2003,5,5,125,20,42.93685,-70.74628,10,1,9,9,1,"ME",16.8
"193",513,"SP03.10","ME",2003,5,7,127,20,43.15272,-70.37645,16,7,9,14,2,"ME",15.2
"194",467,"SP03.100","ME",2003,6,6,157,21,44.77567,-66.92848,2,0,2,2,0,"ME",17.85
"195",511,"SP03.101","ME",2003,6,6,157,20,44.68058,-67.00647,41,21,20,36,5,"ME",14.8
"196",513,"SP03.11","ME",2003,5,7,127,20,43.20315,-70.2646,1,0,1,1,0,"ME",19
"197",513,"SP03.12","ME",2003,5,7,127,20,43.29133,-70.5084,62,29,33,46,16,"ME",16.8
"198",513,"SP03.14","ME",2003,5,8,128,19,43.39912,-70.1314,5,3,2,5,0,"ME",13.3
"199",513,"SP03.15","ME",2003,5,8,128,20,43.3913,-70.2571,37,18,19,26,11,"ME",14.4
"200",513,"SP03.16","ME",2003,5,8,128,20,43.43333,-70.29,144,61,83,96,48,"ME",13.6
"201",513,"SP03.17","ME",2003,5,9,129,20,43.46215,-70.1904,28,9,19,25,3,"ME",15.6
"202",513,"SP03.18","ME",2003,5,9,129,21,43.51167,-70.19598,173,72,101,78,95,"ME",20.37
"203",513,"SP03.19","ME",2003,5,9,129,20,43.5217,-70.3101,8,5,3,8,0,"ME",15.8
"204",513,"SP03.2","ME",2003,5,5,125,20,42.876,-70.71207,66,30,36,61,5,"ME",17.6
"205",513,"SP03.20","ME",2003,5,9,129,20,43.46857,-70.31467,49,23,26,45,4,"ME",14.6
"206",513,"SP03.21","ME",2003,5,12,132,23,43.52977,-70.0236,2,0,2,2,0,"ME",16.79
"207",513,"SP03.22","ME",2003,5,12,132,20,43.49443,-70.0527,2,2,0,2,0,"ME",14.2
"208",513,"SP03.24","ME",2003,5,13,133,20,43.7136,-70.17493,51,22,29,37,14,"ME",14.6
"209",513,"SP03.25","ME",2003,5,13,133,20,43.69488,-69.97407,189,78,111,97,92,"ME",16.2
"210",513,"SP03.26","ME",2003,5,13,133,20,43.66567,-69.9416,83,38,45,41,42,"ME",15.2
"211",513,"SP03.27","ME",2003,5,13,133,20,43.61188,-69.8702,6,3,3,2,4,"ME",17.6
"212",513,"SP03.28","ME",2003,5,13,133,20,43.65858,-69.80095,47,32,15,45,2,"ME",15
"213",513,"SP03.29","ME",2003,5,14,134,18,43.71198,-69.74395,141,65,76,130,11,"ME",13.14
"214",513,"SP03.3","ME",2003,5,5,125,20,42.93208,-70.67022,39,15,24,31,8,"ME",13.4
"215",513,"SP03.30","ME",2003,5,14,134,20,43.77502,-69.71627,69,28,41,57,12,"ME",16.6
"216",513,"SP03.31","ME",2003,5,14,134,20,43.72195,-69.69667,207,100,107,113,94,"ME",15.8
"217",513,"SP03.32","ME",2003,5,14,134,20,43.75298,-69.6501,185,90,95,97,88,"ME",10.6
"218",513,"SP03.33","ME",2003,5,14,134,20,43.7981,-69.62642,116,57,59,63,53,"ME",15
"219",512,"SP03.34","ME",2003,5,15,135,10,43.69753,-69.2864,5,4,1,4,1,"ME",4
"220",513,"SP03.38","ME",2003,5,16,136,20,43.82442,-69.48893,61,27,34,26,35,"ME",15.8
"221",513,"SP03.39","ME",2003,5,16,136,20,43.75125,-69.43373,7,4,3,6,1,"ME",13.4
"222",513,"SP03.4","ME",2003,5,5,125,20,42.88578,-70.54807,9,4,5,9,0,"ME",13.8
"223",513,"SP03.40","ME",2003,5,16,136,20,43.7649,-69.48705,12,6,6,12,0,"ME",14.6
"224",513,"SP03.41","ME",2003,5,16,136,16,43.86967,-69.53987,24,14,10,16,8,"ME",11.68
"225",512,"SP03.42","ME",2003,5,19,139,20,43.82117,-69.1126,36,20,16,24,12,"ME",15
"226",512,"SP03.43","ME",2003,5,19,139,17,43.87163,-69.24447,314,161,153,188,126,"ME",11.05
"227",512,"SP03.44","ME",2003,5,19,139,20,43.88077,-69.08242,188,80,108,130,58,"ME",19.2
"228",512,"SP03.45","ME",2003,5,19,139,20,43.925,-69.11937,306,131,175,256,50,"ME",14.6
"229",512,"SP03.46","ME",2003,5,20,140,20,44.05938,-69.02052,65,22,43,59,6,"ME",15.6
"230",512,"SP03.47","ME",2003,5,20,140,20,44.13957,-69.01457,1,0,1,1,0,"ME",14.8
"231",513,"SP03.5","ME",2003,5,6,126,20,42.95167,-70.47573,1,0,1,1,0,"ME",18.2
"232",512,"SP03.50","ME",2003,5,20,140,20,44.27725,-68.86122,5,2,3,4,1,"ME",17
"233",512,"SP03.51","ME",2003,5,20,140,15,44.2382,-68.8613,1,1,0,1,0,"ME",8.85
"234",512,"SP03.52","ME",2003,5,20,140,20,43.6191,-68.93308,3,3,0,3,0,"ME",16.2
"235",513,"SP03.53","ME",2003,5,20,140,20,43.60002,-69.11002,5,4,1,5,0,"ME",14.6
"236",512,"SP03.54","ME",2003,5,20,140,20,43.60317,-68.82998,1,1,0,1,0,"ME",15.8
"237",512,"SP03.55","ME",2003,5,22,142,20,43.9072,-68.62377,14,7,7,13,1,"ME",16.4
"238",512,"SP03.56","ME",2003,5,22,142,20,43.89482,-68.66767,12,5,7,11,1,"ME",16.8
"239",512,"SP03.57","ME",2003,5,22,142,20,43.7711,-68.64757,2,2,0,2,0,"ME",16
"240",512,"SP03.58","ME",2003,5,23,143,20,43.91553,-68.75188,21,12,9,21,0,"ME",16.4
"241",512,"SP03.59","ME",2003,5,23,143,20,43.9211,-68.75962,21,13,8,17,4,"ME",14
"242",513,"SP03.6","ME",2003,5,6,126,20,43.00183,-70.33887,1,0,1,1,0,"ME",17.4
"243",512,"SP03.60","ME",2003,5,23,143,20,43.98175,-68.68027,17,11,6,15,2,"ME",15.6
"244",512,"SP03.61","ME",2003,5,23,143,20,44.13348,-68.75567,5,1,4,4,1,"ME",17
"245",512,"SP03.62","ME",2003,5,27,147,21,44.15208,-68.54248,69,31,38,59,10,"ME",14.07
"246",512,"SP03.63","ME",2003,5,27,147,15,44.12065,-68.47208,134,51,83,115,19,"ME",16.2
"247",512,"SP03.64","ME",2003,5,27,147,20,44.01563,-68.5431,27,15,12,26,1,"ME",16
